Deal Type,Telcos:device_full_name,device name look up,brand_name,colour,Telcos:storage_size,img_link,Telcos:network,provider logo,Telcos:connectivity,Telcos:inc_data,Monthly Data,Telcos:term,Telcos:initial_cost,Telcos:month_cost,Telcos:deal_cost_json,aw_deep_link,promo_text,condition
Tablet,"Apple iPad Pro 12.9"" (2021) 5G (1TB Space Grey)",Apple iPad Pro 12.9 (2021),Apple,Space Grey,1TB,https://media.bigupdata.co.uk/2021-04-30_17-23-26_img_product_image_main_large1_product_edition0000097501.png?h=400&w=400&auto=enhance&auto=format&bg=FFFFFF&trim=color&trimcolor=FFFFFF&trim=auto&trimtol=2,O2,http://media.bigupdata.co.uk/img_company_logo_large1_company0000000021.png,5G,10000,10GB,12,30,165.84,"{""tco_inc_vat"": ""2020.08"", ""monthly_device_final_term_exc_vat"": """", ""upfront_inc_vat"": ""30.00"", ""monthly_total_previous_inc_vat"": """", ""tco_exc_vat"": ""1683.40"", ""ecpm_inc_vat"": ""168.34"", ""monthly_device_final_term_months"": """", ""ecpm_exc_vat"": ""140.28"", ""upfront_exc_vat"": ""25.00"", ""monthly_device_term_months"": ""12"", ""monthly_device_final_term_inc_vat"": """", ""monthly_contract_term_months"": ""12"", ""monthly_total_inc_vat"": ""165.84"", ""monthly_device_inc_vat"": ""146.84"", ""upfront_previous_inc_vat"": """", ""monthly_contract_inc_vat"": ""19.00"", ""upfront_previous_exc_vat"": """", ""monthly_contract_exc_vat"": ""15.83"", ""monthly_device_exc_vat"": ""122.37"", ""monthly_total_exc_vat"": ""138.20"", ""monthly_total_previous_exc_vat"": """"}",https://www.awin1.com/pclick.php?p=32441693255&a=713067&m=3235,6 months Free Disney+,New
Tablet,"Apple iPad Pro 12.9"" (2021) 5G (1TB Space Grey)",Apple iPad Pro 12.9 (2021),Apple,Space Grey,1TB,https://media.bigupdata.co.uk/2021-04-30_17-23-26_img_product_image_main_large1_product_edition0000097501.png?h=400&w=400&auto=enhance&auto=format&bg=FFFFFF&trim=color&trimcolor=FFFFFF&trim=auto&trimtol=2,O2,http://media.bigupdata.co.uk/img_company_logo_large1_company0000000021.png,5G,100000,100GB,1,1792,25,"{""tco_inc_vat"": ""1817.00"", ""monthly_device_final_term_exc_vat"": """", ""upfront_inc_vat"": ""1792.00"", ""monthly_total_previous_inc_vat"": """", ""tco_exc_vat"": ""1514.17"", ""ecpm_inc_vat"": ""1817.00"", ""monthly_device_final_term_months"": """", ""ecpm_exc_vat"": ""1514.17"", ""upfront_exc_vat"": ""1493.33"", ""monthly_device_term_months"": """", ""monthly_device_final_term_inc_vat"": """", ""monthly_contract_term_months"": ""1"", ""monthly_total_inc_vat"": ""25.00"", ""monthly_device_inc_vat"": """", ""upfront_previous_inc_vat"": """", ""monthly_contract_inc_vat"": ""0.00"", ""upfront_previous_exc_vat"": """", ""monthly_contract_exc_vat"": """", ""monthly_device_exc_vat"": """", ""monthly_total_exc_vat"": ""20.83"", ""monthly_total_previous_exc_vat"": """"}",https://www.awin1.com/pclick.php?p=32441693263&a=713067&m=3235,,New
Tablet,"Apple iPad Pro 12.9"" (2021) 5G (1TB Space Grey)",Apple iPad Pro 12.9 (2021),Apple,Space Grey,1TB,https://media.bigupdata.co.uk/2021-04-30_17-23-26_img_product_image_main_large1_product_edition0000097501.png?h=400&w=400&auto=enhance&auto=format&bg=FFFFFF&trim=color&trimcolor=FFFFFF&trim=auto&trimtol=2,O2,http://media.bigupdata.co.uk/img_company_logo_large1_company0000000021.png,5G,Unlimited,Unlimited,1,1792,35,"{""tco_inc_vat"": ""1827.00"", ""monthly_device_final_term_exc_vat"": """", ""upfront_inc_vat"": ""1792.00"", ""monthly_total_previous_inc_vat"": """", ""tco_exc_vat"": ""1522.50"", ""ecpm_inc_vat"": ""1827.00"", ""monthly_device_final_term_months"": """", ""ecpm_exc_vat"": ""1522.50"", ""upfront_exc_vat"": ""1493.33"", ""monthly_device_term_months"": """", ""monthly_device_final_term_inc_vat"": """", ""monthly_contract_term_months"": ""1"", ""monthly_total_inc_vat"": ""35.00"", ""monthly_device_inc_vat"": """", ""upfront_previous_inc_vat"": """", ""monthly_contract_inc_vat"": ""0.00"", ""upfront_previous_exc_vat"": """", ""monthly_contract_exc_vat"": """", ""monthly_device_exc_vat"": """", ""monthly_total_exc_vat"": ""29.17"", ""monthly_total_previous_exc_vat"": """"}",https://www.awin1.com/pclick.php?p=32441693265&a=713067&m=3235,,New
Tablet,"Apple iPad Pro 12.9"" (2021) 5G (1TB Space Grey)",Apple iPad Pro 12.9 (2021),Apple,Space Grey,1TB,https://media.bigupdata.co.uk/2021-04-30_17-23-26_img_product_image_main_large1_product_edition0000097501.png?h=400&w=400&auto=enhance&auto=format&bg=FFFFFF&trim=color&trimcolor=FFFFFF&trim=auto&trimtol=2,O2,http://media.bigupdata.co.uk/img_company_logo_large1_company0000000021.png,5G,100000,100GB,24,30,98.42,"{""tco_inc_vat"": ""2392.08"", ""monthly_device_final_term_exc_vat"": """", ""upfront_inc_vat"": ""30.00"", ""monthly_total_previous_inc_vat"": """", ""tco_exc_vat"": ""1993.40"", ""ecpm_inc_vat"": ""99.67"", ""monthly_device_final_term_months"": """", ""ecpm_exc_vat"": ""83.06"", ""upfront_exc_vat"": ""25.00"", ""monthly_device_term_months"": ""24"", ""monthly_device_final_term_inc_vat"": """", ""monthly_contract_term_months"": ""24"", ""monthly_total_inc_vat"": ""98.42"", ""monthly_device_inc_vat"": ""73.42"", ""upfront_previous_inc_vat"": """", ""monthly_contract_inc_vat"": ""25.00"", ""upfront_previous_exc_vat"": """", ""monthly_contract_exc_vat"": ""20.83"", ""monthly_device_exc_vat"": ""61.18"", ""monthly_total_exc_vat"": ""82.02"", ""monthly_total_previous_exc_vat"": """"}",https://www.awin1.com/pclick.php?p=32441693269&a=713067&m=3235,6 months Free Disney+,New
Tablet,"Apple iPad Pro 12.9"" (2021) 5G (1TB Space Grey)",Apple iPad Pro 12.9 (2021),Apple,Space Grey,1TB,https://media.bigupdata.co.uk/2021-04-30_17-23-26_img_product_image_main_large1_product_edition0000097501.png?h=400&w=400&auto=enhance&auto=format&bg=FFFFFF&trim=color&trimcolor=FFFFFF&trim=auto&trimtol=2,O2,http://media.bigupdata.co.uk/img_company_logo_large1_company0000000021.png,5G,Unlimited,Unlimited,24,30,108.42,"{""tco_inc_vat"": ""2632.08"", ""monthly_device_final_term_exc_vat"": """", ""upfront_inc_vat"": ""30.00"", ""monthly_total_previous_inc_vat"": """", ""tco_exc_vat"": ""2193.40"", ""ecpm_inc_vat"": ""109.67"", ""monthly_device_final_term_months"": """", ""ecpm_exc_vat"": ""91.39"", ""upfront_exc_vat"": ""25.00"", ""monthly_device_term_months"": ""24"", ""monthly_device_final_term_inc_vat"": """", ""monthly_contract_term_months"": ""24"", ""monthly_total_inc_vat"": ""108.42"", ""monthly_device_inc_vat"": ""73.42"", ""upfront_previous_inc_vat"": """", ""monthly_contract_inc_vat"": ""35.00"", ""upfront_previous_exc_vat"": """", ""monthly_contract_exc_vat"": ""29.17"", ""monthly_device_exc_vat"": ""61.18"", ""monthly_total_exc_vat"": ""90.35"", ""monthly_total_previous_exc_vat"": """"}",https://www.awin1.com/pclick.php?p=32441693271&a=713067&m=3235,6 months Free Disney+,New
Tablet,"Apple iPad Pro 12.9"" (2021) 5G (1TB Space Grey)",Apple iPad Pro 12.9 (2021),Apple,Space Grey,1TB,https://media.bigupdata.co.uk/2021-04-30_17-23-26_img_product_image_main_large1_product_edition0000097501.png?h=400&w=400&auto=enhance&auto=format&bg=FFFFFF&trim=color&trimcolor=FFFFFF&trim=auto&trimtol=2,O2,http://media.bigupdata.co.uk/img_company_logo_large1_company0000000021.png,5G,10000,10GB,24,30,92.42,"{""tco_inc_vat"": ""2248.08"", ""monthly_device_final_term_exc_vat"": """", ""upfront_inc_vat"": ""30.00"", ""monthly_total_previous_inc_vat"": """", ""tco_exc_vat"": ""1873.40"", ""ecpm_inc_vat"": ""93.67"", ""monthly_device_final_term_months"": """", ""ecpm_exc_vat"": ""78.06"", ""upfront_exc_vat"": ""25.00"", ""monthly_device_term_months"": ""24"", ""monthly_device_final_term_inc_vat"": """", ""monthly_contract_term_months"": ""24"", ""monthly_total_inc_vat"": ""92.42"", ""monthly_device_inc_vat"": ""73.42"", ""upfront_previous_inc_vat"": """", ""monthly_contract_inc_vat"": ""19.00"", ""upfront_previous_exc_vat"": """", ""monthly_contract_exc_vat"": ""15.83"", ""monthly_device_exc_vat"": ""61.18"", ""monthly_total_exc_vat"": ""77.02"", ""monthly_total_previous_exc_vat"": """"}",https://www.awin1.com/pclick.php?p=32441693279&a=713067&m=3235,6 months Free Disney+,New
Tablet,"Apple iPad Air 10.9"" (2022) (64GB Pink)",Apple iPad Air 10.9 (2022),Apple,Pink,64GB,https://media.bigupdata.co.uk/2022-03-14_11-34-11_img_product_image_main_large1_product_edition0000098590.png?h=400&w=400&auto=enhance&auto=format&bg=FFFFFF&trim=color&trimcolor=FFFFFF&trim=auto&trimtol=2,O2,http://media.bigupdata.co.uk/img_company_logo_large1_company0000000021.png,5G,25000,25GB,48,20,35.5,"{""tco_inc_vat"": ""1724.00"", ""monthly_device_final_term_exc_vat"": """", ""upfront_inc_vat"": ""20.00"", ""monthly_total_previous_inc_vat"": """", ""tco_exc_vat"": ""1436.67"", ""ecpm_inc_vat"": ""35.92"", ""monthly_device_final_term_months"": """", ""ecpm_exc_vat"": ""29.93"", ""upfront_exc_vat"": ""16.67"", ""monthly_device_term_months"": ""48"", ""monthly_device_final_term_inc_vat"": """", ""monthly_contract_term_months"": ""48"", ""monthly_total_inc_vat"": ""35.50"", ""monthly_device_inc_vat"": ""14.50"", ""upfront_previous_inc_vat"": """", ""monthly_contract_inc_vat"": ""21.00"", ""upfront_previous_exc_vat"": """", ""monthly_contract_exc_vat"": ""17.50"", ""monthly_device_exc_vat"": ""12.08"", ""monthly_total_exc_vat"": ""29.58"", ""monthly_total_previous_exc_vat"": """"}",https://www.awin1.com/pclick.php?p=32441694989&a=713067&m=3235,6 months Free Disney+,New
Tablet,"Apple iPad Air 10.9"" (2022) (64GB Pink)",Apple iPad Air 10.9 (2022),Apple,Pink,64GB,https://media.bigupdata.co.uk/2022-03-14_11-34-11_img_product_image_main_large1_product_edition0000098590.png?h=400&w=400&auto=enhance&auto=format&bg=FFFFFF&trim=color&trimcolor=FFFFFF&trim=auto&trimtol=2,O2,http://media.bigupdata.co.uk/img_company_logo_large1_company0000000021.png,5G,2000,2GB,48,20,29.5,"{""tco_inc_vat"": ""1436.00"", ""monthly_device_final_term_exc_vat"": """", ""upfront_inc_vat"": ""20.00"", ""monthly_total_previous_inc_vat"": """", ""tco_exc_vat"": ""1196.67"", ""ecpm_inc_vat"": ""29.92"", ""monthly_device_final_term_months"": """", ""ecpm_exc_vat"": ""24.93"", ""upfront_exc_vat"": ""16.67"", ""monthly_device_term_months"": ""48"", ""monthly_device_final_term_inc_vat"": """", ""monthly_contract_term_months"": ""48"", ""monthly_total_inc_vat"": ""29.50"", ""monthly_device_inc_vat"": ""14.50"", ""upfront_previous_inc_vat"": """", ""monthly_contract_inc_vat"": ""15.00"", ""upfront_previous_exc_vat"": """", ""monthly_contract_exc_vat"": ""12.50"", ""monthly_device_exc_vat"": ""12.08"", ""monthly_total_exc_vat"": ""24.58"", ""monthly_total_previous_exc_vat"": """"}",https://www.awin1.com/pclick.php?p=32441694995&a=713067&m=3235,6 months Free Disney+,New
Tablet,"Apple iPad Air 10.9"" (2022) (64GB Pink)",Apple iPad Air 10.9 (2022),Apple,Pink,64GB,https://media.bigupdata.co.uk/2022-03-14_11-34-11_img_product_image_main_large1_product_edition0000098590.png?h=400&w=400&auto=enhance&auto=format&bg=FFFFFF&trim=color&trimcolor=FFFFFF&trim=auto&trimtol=2,O2,http://media.bigupdata.co.uk/img_company_logo_large1_company0000000021.png,5G,2000,2GB,24,30,43.59,"{""tco_inc_vat"": ""1076.16"", ""monthly_device_final_term_exc_vat"": """", ""upfront_inc_vat"": ""30.00"", ""monthly_total_previous_inc_vat"": """", ""tco_exc_vat"": ""896.80"", ""ecpm_inc_vat"": ""44.84"", ""monthly_device_final_term_months"": """", ""ecpm_exc_vat"": ""37.37"", ""upfront_exc_vat"": ""25.00"", ""monthly_device_term_months"": ""24"", ""monthly_device_final_term_inc_vat"": """", ""monthly_contract_term_months"": ""24"", ""monthly_total_inc_vat"": ""43.59"", ""monthly_device_inc_vat"": ""28.59"", ""upfront_previous_inc_vat"": """", ""monthly_contract_inc_vat"": ""15.00"", ""upfront_previous_exc_vat"": """", ""monthly_contract_exc_vat"": ""12.50"", ""monthly_device_exc_vat"": ""23.83"", ""monthly_total_exc_vat"": ""36.33"", ""monthly_total_previous_exc_vat"": """"}",https://www.awin1.com/pclick.php?p=32441694997&a=713067&m=3235,6 months Free Disney+,New
Tablet,"Apple iPad Air 10.9"" (2022) (64GB Pink)",Apple iPad Air 10.9 (2022),Apple,Pink,64GB,https://media.bigupdata.co.uk/2022-03-14_11-34-11_img_product_image_main_large1_product_edition0000098590.png?h=400&w=400&auto=enhance&auto=format&bg=FFFFFF&trim=color&trimcolor=FFFFFF&trim=auto&trimtol=2,O2,http://media.bigupdata.co.uk/img_company_logo_large1_company0000000021.png,5G,Unlimited,Unlimited,24,30,63.59,"{""tco_inc_vat"": ""1556.16"", ""monthly_device_final_term_exc_vat"": """", ""upfront_inc_vat"": ""30.00"", ""monthly_total_previous_inc_vat"": """", ""tco_exc_vat"": ""1296.80"", ""ecpm_inc_vat"": ""64.84"", ""monthly_device_final_term_months"": """", ""ecpm_exc_vat"": ""54.03"", ""upfront_exc_vat"": ""25.00"", ""monthly_device_term_months"": ""24"", ""monthly_device_final_term_inc_vat"": """", ""monthly_contract_term_months"": ""24"", ""monthly_total_inc_vat"": ""63.59"", ""monthly_device_inc_vat"": ""28.59"", ""upfront_previous_inc_vat"": """", ""monthly_contract_inc_vat"": ""35.00"", ""upfront_previous_exc_vat"": """", ""monthly_contract_exc_vat"": ""29.17"", ""monthly_device_exc_vat"": ""23.83"", ""monthly_total_exc_vat"": ""52.99"", ""monthly_total_previous_exc_vat"": """"}",https://www.awin1.com/pclick.php?p=32441694999&a=713067&m=3235,6 months Free Disney+,New
Tablet,"Apple iPad Air 10.9"" (2022) (64GB Pink)",Apple iPad Air 10.9 (2022),Apple,Pink,64GB,https://media.bigupdata.co.uk/2022-03-14_11-34-11_img_product_image_main_large1_product_edition0000098590.png?h=400&w=400&auto=enhance&auto=format&bg=FFFFFF&trim=color&trimcolor=FFFFFF&trim=auto&trimtol=2,O2,http://media.bigupdata.co.uk/img_company_logo_large1_company0000000021.png,5G,10000,10GB,1,716,19,"{""tco_inc_vat"": ""735.00"", ""monthly_device_final_term_exc_vat"": """", ""upfront_inc_vat"": ""716.00"", ""monthly_total_previous_inc_vat"": """", ""tco_exc_vat"": ""612.50"", ""ecpm_inc_vat"": ""735.00"", ""monthly_device_final_term_months"": """", ""ecpm_exc_vat"": ""612.50"", ""upfront_exc_vat"": ""596.67"", ""monthly_device_term_months"": """", ""monthly_device_final_term_inc_vat"": """", ""monthly_contract_term_months"": ""1"", ""monthly_total_inc_vat"": ""19.00"", ""monthly_device_inc_vat"": """", ""upfront_previous_inc_vat"": """", ""monthly_contract_inc_vat"": ""0.00"", ""upfront_previous_exc_vat"": """", ""monthly_contract_exc_vat"": """", ""monthly_device_exc_vat"": """", ""monthly_total_exc_vat"": ""15.83"", ""monthly_total_previous_exc_vat"": """"}",https://www.awin1.com/pclick.php?p=32441695003&a=713067&m=3235,,New
Tablet,"Apple iPad Air 10.9"" (2022) (64GB Pink)",Apple iPad Air 10.9 (2022),Apple,Pink,64GB,https://media.bigupdata.co.uk/2022-03-14_11-34-11_img_product_image_main_large1_product_edition0000098590.png?h=400&w=400&auto=enhance&auto=format&bg=FFFFFF&trim=color&trimcolor=FFFFFF&trim=auto&trimtol=2,O2,http://media.bigupdata.co.uk/img_company_logo_large1_company0000000021.png,5G,100000,100GB,36,30,44.06,"{""tco_inc_vat"": ""1616.16"", ""monthly_device_final_term_exc_vat"": """", ""upfront_inc_vat"": ""30.00"", ""monthly_total_previous_inc_vat"": """", ""tco_exc_vat"": ""1346.80"", ""ecpm_inc_vat"": ""44.89"", ""monthly_device_final_term_months"": """", ""ecpm_exc_vat"": ""37.41"", ""upfront_exc_vat"": ""25.00"", ""monthly_device_term_months"": ""36"", ""monthly_device_final_term_inc_vat"": """", ""monthly_contract_term_months"": ""36"", ""monthly_total_inc_vat"": ""44.06"", ""monthly_device_inc_vat"": ""19.06"", ""upfront_previous_inc_vat"": """", ""monthly_contract_inc_vat"": ""25.00"", ""upfront_previous_exc_vat"": """", ""monthly_contract_exc_vat"": ""20.83"", ""monthly_device_exc_vat"": ""15.88"", ""monthly_total_exc_vat"": ""36.72"", ""monthly_total_previous_exc_vat"": """"}",https://www.awin1.com/pclick.php?p=32441695005&a=713067&m=3235,6 months Free Disney+,New
Tablet,"Apple iPad Air 10.9"" (2022) (64GB Pink)",Apple iPad Air 10.9 (2022),Apple,Pink,64GB,https://media.bigupdata.co.uk/2022-03-14_11-34-11_img_product_image_main_large1_product_edition0000098590.png?h=400&w=400&auto=enhance&auto=format&bg=FFFFFF&trim=color&trimcolor=FFFFFF&trim=auto&trimtol=2,O2,http://media.bigupdata.co.uk/img_company_logo_large1_company0000000021.png,5G,25000,25GB,36,30,40.06,"{""tco_inc_vat"": ""1472.16"", ""monthly_device_final_term_exc_vat"": """", ""upfront_inc_vat"": ""30.00"", ""monthly_total_previous_inc_vat"": """", ""tco_exc_vat"": ""1226.80"", ""ecpm_inc_vat"": ""40.89"", ""monthly_device_final_term_months"": """", ""ecpm_exc_vat"": ""34.08"", ""upfront_exc_vat"": ""25.00"", ""monthly_device_term_months"": ""36"", ""monthly_device_final_term_inc_vat"": """", ""monthly_contract_term_months"": ""36"", ""monthly_total_inc_vat"": ""40.06"", ""monthly_device_inc_vat"": ""19.06"", ""upfront_previous_inc_vat"": """", ""monthly_contract_inc_vat"": ""21.00"", ""upfront_previous_exc_vat"": """", ""monthly_contract_exc_vat"": ""17.50"", ""monthly_device_exc_vat"": ""15.88"", ""monthly_total_exc_vat"": ""33.38"", ""monthly_total_previous_exc_vat"": """"}",https://www.awin1.com/pclick.php?p=32441695009&a=713067&m=3235,6 months Free Disney+,New
Tablet,"Apple iPad Air 10.9"" (2022) (64GB Pink)",Apple iPad Air 10.9 (2022),Apple,Pink,64GB,https://media.bigupdata.co.uk/2022-03-14_11-34-11_img_product_image_main_large1_product_edition0000098590.png?h=400&w=400&auto=enhance&auto=format&bg=FFFFFF&trim=color&trimcolor=FFFFFF&trim=auto&trimtol=2,O2,http://media.bigupdata.co.uk/img_company_logo_large1_company0000000021.png,5G,100000,100GB,12,30,82.17,"{""tco_inc_vat"": ""1016.04"", ""monthly_device_final_term_exc_vat"": """", ""upfront_inc_vat"": ""30.00"", ""monthly_total_previous_inc_vat"": """", ""tco_exc_vat"": ""846.70"", ""ecpm_inc_vat"": ""84.67"", ""monthly_device_final_term_months"": """", ""ecpm_exc_vat"": ""70.56"", ""upfront_exc_vat"": ""25.00"", ""monthly_device_term_months"": ""12"", ""monthly_device_final_term_inc_vat"": """", ""monthly_contract_term_months"": ""12"", ""monthly_total_inc_vat"": ""82.17"", ""monthly_device_inc_vat"": ""57.17"", ""upfront_previous_inc_vat"": """", ""monthly_contract_inc_vat"": ""25.00"", ""upfront_previous_exc_vat"": """", ""monthly_contract_exc_vat"": ""20.83"", ""monthly_device_exc_vat"": ""47.64"", ""monthly_total_exc_vat"": ""68.48"", ""monthly_total_previous_exc_vat"": """"}",https://www.awin1.com/pclick.php?p=32441695011&a=713067&m=3235,6 months Free Disney+,New
Tablet,"Apple iPad Air 10.9"" (2022) (64GB Pink)",Apple iPad Air 10.9 (2022),Apple,Pink,64GB,https://media.bigupdata.co.uk/2022-03-14_11-34-11_img_product_image_main_large1_product_edition0000098590.png?h=400&w=400&auto=enhance&auto=format&bg=FFFFFF&trim=color&trimcolor=FFFFFF&trim=auto&trimtol=2,O2,http://media.bigupdata.co.uk/img_company_logo_large1_company0000000021.png,5G,100000,100GB,1,716,25,"{""tco_inc_vat"": ""741.00"", ""monthly_device_final_term_exc_vat"": """", ""upfront_inc_vat"": ""716.00"", ""monthly_total_previous_inc_vat"": """", ""tco_exc_vat"": ""617.50"", ""ecpm_inc_vat"": ""741.00"", ""monthly_device_final_term_months"": """", ""ecpm_exc_vat"": ""617.50"", ""upfront_exc_vat"": ""596.67"", ""monthly_device_term_months"": """", ""monthly_device_final_term_inc_vat"": """", ""monthly_contract_term_months"": ""1"", ""monthly_total_inc_vat"": ""25.00"", ""monthly_device_inc_vat"": """", ""upfront_previous_inc_vat"": """", ""monthly_contract_inc_vat"": ""0.00"", ""upfront_previous_exc_vat"": """", ""monthly_contract_exc_vat"": """", ""monthly_device_exc_vat"": """", ""monthly_total_exc_vat"": ""20.83"", ""monthly_total_previous_exc_vat"": """"}",https://www.awin1.com/pclick.php?p=32441695115&a=713067&m=3235,,New
Tablet,"Apple iPad Air 10.9"" (2022) (64GB Pink)",Apple iPad Air 10.9 (2022),Apple,Pink,64GB,https://media.bigupdata.co.uk/2022-03-14_11-34-11_img_product_image_main_large1_product_edition0000098590.png?h=400&w=400&auto=enhance&auto=format&bg=FFFFFF&trim=color&trimcolor=FFFFFF&trim=auto&trimtol=2,O2,http://media.bigupdata.co.uk/img_company_logo_large1_company0000000021.png,5G,2000,2GB,12,30,72.17,"{""tco_inc_vat"": ""896.04"", ""monthly_device_final_term_exc_vat"": """", ""upfront_inc_vat"": ""30.00"", ""monthly_total_previous_inc_vat"": """", ""tco_exc_vat"": ""746.70"", ""ecpm_inc_vat"": ""74.67"", ""monthly_device_final_term_months"": """", ""ecpm_exc_vat"": ""62.22"", ""upfront_exc_vat"": ""25.00"", ""monthly_device_term_months"": ""12"", ""monthly_device_final_term_inc_vat"": """", ""monthly_contract_term_months"": ""12"", ""monthly_total_inc_vat"": ""72.17"", ""monthly_device_inc_vat"": ""57.17"", ""upfront_previous_inc_vat"": """", ""monthly_contract_inc_vat"": ""15.00"", ""upfront_previous_exc_vat"": """", ""monthly_contract_exc_vat"": ""12.50"", ""monthly_device_exc_vat"": ""47.64"", ""monthly_total_exc_vat"": ""60.14"", ""monthly_total_previous_exc_vat"": """"}",https://www.awin1.com/pclick.php?p=32441695119&a=713067&m=3235,6 months Free Disney+,New
Tablet,"Apple iPad Air 10.9"" (2022) (64GB Pink)",Apple iPad Air 10.9 (2022),Apple,Pink,64GB,https://media.bigupdata.co.uk/2022-03-14_11-34-11_img_product_image_main_large1_product_edition0000098590.png?h=400&w=400&auto=enhance&auto=format&bg=FFFFFF&trim=color&trimcolor=FFFFFF&trim=auto&trimtol=2,O2,http://media.bigupdata.co.uk/img_company_logo_large1_company0000000021.png,5G,10000,10GB,12,30,76.17,"{""tco_inc_vat"": ""944.04"", ""monthly_device_final_term_exc_vat"": """", ""upfront_inc_vat"": ""30.00"", ""monthly_total_previous_inc_vat"": """", ""tco_exc_vat"": ""786.70"", ""ecpm_inc_vat"": ""78.67"", ""monthly_device_final_term_months"": """", ""ecpm_exc_vat"": ""65.56"", ""upfront_exc_vat"": ""25.00"", ""monthly_device_term_months"": ""12"", ""monthly_device_final_term_inc_vat"": """", ""monthly_contract_term_months"": ""12"", ""monthly_total_inc_vat"": ""76.17"", ""monthly_device_inc_vat"": ""57.17"", ""upfront_previous_inc_vat"": """", ""monthly_contract_inc_vat"": ""19.00"", ""upfront_previous_exc_vat"": """", ""monthly_contract_exc_vat"": ""15.83"", ""monthly_device_exc_vat"": ""47.64"", ""monthly_total_exc_vat"": ""63.48"", ""monthly_total_previous_exc_vat"": """"}",https://www.awin1.com/pclick.php?p=32441695121&a=713067&m=3235,6 months Free Disney+,New
Tablet,"Apple iPad Air 10.9"" (2022) (64GB Pink)",Apple iPad Air 10.9 (2022),Apple,Pink,64GB,https://media.bigupdata.co.uk/2022-03-14_11-34-11_img_product_image_main_large1_product_edition0000098590.png?h=400&w=400&auto=enhance&auto=format&bg=FFFFFF&trim=color&trimcolor=FFFFFF&trim=auto&trimtol=2,O2,http://media.bigupdata.co.uk/img_company_logo_large1_company0000000021.png,5G,2000,2GB,1,716,15,"{""tco_inc_vat"": ""731.00"", ""monthly_device_final_term_exc_vat"": """", ""upfront_inc_vat"": ""716.00"", ""monthly_total_previous_inc_vat"": """", ""tco_exc_vat"": ""609.17"", ""ecpm_inc_vat"": ""731.00"", ""monthly_device_final_term_months"": """", ""ecpm_exc_vat"": ""609.17"", ""upfront_exc_vat"": ""596.67"", ""monthly_device_term_months"": """", ""monthly_device_final_term_inc_vat"": """", ""monthly_contract_term_months"": ""1"", ""monthly_total_inc_vat"": ""15.00"", ""monthly_device_inc_vat"": """", ""upfront_previous_inc_vat"": """", ""monthly_contract_inc_vat"": ""0.00"", ""upfront_previous_exc_vat"": """", ""monthly_contract_exc_vat"": """", ""monthly_device_exc_vat"": """", ""monthly_total_exc_vat"": ""12.50"", ""monthly_total_previous_exc_vat"": """"}",https://www.awin1.com/pclick.php?p=32441695125&a=713067&m=3235,,New
Tablet,"Apple iPad Air 10.9"" (2022) (64GB Pink)",Apple iPad Air 10.9 (2022),Apple,Pink,64GB,https://media.bigupdata.co.uk/2022-03-14_11-34-11_img_product_image_main_large1_product_edition0000098590.png?h=400&w=400&auto=enhance&auto=format&bg=FFFFFF&trim=color&trimcolor=FFFFFF&trim=auto&trimtol=2,O2,http://media.bigupdata.co.uk/img_company_logo_large1_company0000000021.png,5G,2000,2GB,36,30,34.06,"{""tco_inc_vat"": ""1256.16"", ""monthly_device_final_term_exc_vat"": """", ""upfront_inc_vat"": ""30.00"", ""monthly_total_previous_inc_vat"": """", ""tco_exc_vat"": ""1046.80"", ""ecpm_inc_vat"": ""34.89"", ""monthly_device_final_term_months"": """", ""ecpm_exc_vat"": ""29.08"", ""upfront_exc_vat"": ""25.00"", ""monthly_device_term_months"": ""36"", ""monthly_device_final_term_inc_vat"": """", ""monthly_contract_term_months"": ""36"", ""monthly_total_inc_vat"": ""34.06"", ""monthly_device_inc_vat"": ""19.06"", ""upfront_previous_inc_vat"": """", ""monthly_contract_inc_vat"": ""15.00"", ""upfront_previous_exc_vat"": """", ""monthly_contract_exc_vat"": ""12.50"", ""monthly_device_exc_vat"": ""15.88"", ""monthly_total_exc_vat"": ""28.38"", ""monthly_total_previous_exc_vat"": """"}",https://www.awin1.com/pclick.php?p=32441695129&a=713067&m=3235,6 months Free Disney+,New
