Deal Type,Telcos:device_full_name,device name look up,brand_name,colour,Telcos:storage_size,img_link,Telcos:network,provider logo,Telcos:connectivity,Telcos:inc_data,Monthly Data,Telcos:term,Telcos:initial_cost,Telcos:month_cost,Telcos:deal_cost_json,aw_deep_link,promo_text,condition
Tablet,Samsung Galaxy Tab S6 Lite (64GB Grey Pre-Owned Grade A),Samsung Galaxy Tab S6 Lite,Samsung,Grey,64GB,https://media.bigupdata.co.uk/img_product_image_main_product_edition0000061167.png?h=400&w=400&auto=enhance&auto=format&bg=FFFFFF&trim=color&trimcolor=FFFFFF&trim=auto&trimtol=2,O2,http://media.bigupdata.co.uk/img_company_logo_large1_company0000000021.png,4G,100000,100GB,36,20,33.45,"{""tco_inc_vat"": ""1224.20"", ""monthly_device_final_term_exc_vat"": """", ""upfront_inc_vat"": ""20.00"", ""monthly_total_previous_inc_vat"": """", ""tco_exc_vat"": ""1020.16"", ""ecpm_inc_vat"": ""34.01"", ""monthly_device_final_term_months"": """", ""ecpm_exc_vat"": ""28.34"", ""upfront_exc_vat"": ""16.67"", ""monthly_device_term_months"": ""36"", ""monthly_device_final_term_inc_vat"": """", ""monthly_contract_term_months"": ""36"", ""monthly_total_inc_vat"": ""33.45"", ""monthly_device_inc_vat"": ""11.45"", ""upfront_previous_inc_vat"": """", ""monthly_contract_inc_vat"": ""22.00"", ""upfront_previous_exc_vat"": """", ""monthly_contract_exc_vat"": ""18.33"", ""monthly_device_exc_vat"": ""9.54"", ""monthly_total_exc_vat"": ""27.88"", ""monthly_total_previous_exc_vat"": """"}",https://www.awin1.com/pclick.php?p=32441710785&a=713067&m=3235,6 months Free Disney+,Used
Tablet,Samsung Galaxy Tab S6 Lite (64GB Grey Pre-Owned Grade A),Samsung Galaxy Tab S6 Lite,Samsung,Grey,64GB,https://media.bigupdata.co.uk/img_product_image_main_product_edition0000061167.png?h=400&w=400&auto=enhance&auto=format&bg=FFFFFF&trim=color&trimcolor=FFFFFF&trim=auto&trimtol=2,O2,http://media.bigupdata.co.uk/img_company_logo_large1_company0000000021.png,4G,10000,10GB,36,30,27.17,"{""tco_inc_vat"": ""1008.12"", ""monthly_device_final_term_exc_vat"": """", ""upfront_inc_vat"": ""30.00"", ""monthly_total_previous_inc_vat"": """", ""tco_exc_vat"": ""840.10"", ""ecpm_inc_vat"": ""28.00"", ""monthly_device_final_term_months"": """", ""ecpm_exc_vat"": ""23.34"", ""upfront_exc_vat"": ""25.00"", ""monthly_device_term_months"": ""36"", ""monthly_device_final_term_inc_vat"": """", ""monthly_contract_term_months"": ""36"", ""monthly_total_inc_vat"": ""27.17"", ""monthly_device_inc_vat"": ""11.17"", ""upfront_previous_inc_vat"": """", ""monthly_contract_inc_vat"": ""16.00"", ""upfront_previous_exc_vat"": """", ""monthly_contract_exc_vat"": ""13.33"", ""monthly_device_exc_vat"": ""9.31"", ""monthly_total_exc_vat"": ""22.64"", ""monthly_total_previous_exc_vat"": """"}",https://www.awin1.com/pclick.php?p=32441710787&a=713067&m=3235,6 months Free Disney+,Used
Tablet,Samsung Galaxy Tab S6 Lite (64GB Grey Pre-Owned Grade A),Samsung Galaxy Tab S6 Lite,Samsung,Grey,64GB,https://media.bigupdata.co.uk/img_product_image_main_product_edition0000061167.png?h=400&w=400&auto=enhance&auto=format&bg=FFFFFF&trim=color&trimcolor=FFFFFF&trim=auto&trimtol=2,O2,http://media.bigupdata.co.uk/img_company_logo_large1_company0000000021.png,4G,500,500MB,24,30,25.75,"{""tco_inc_vat"": ""648.00"", ""monthly_device_final_term_exc_vat"": """", ""upfront_inc_vat"": ""30.00"", ""monthly_total_previous_inc_vat"": """", ""tco_exc_vat"": ""540.00"", ""ecpm_inc_vat"": ""27.00"", ""monthly_device_final_term_months"": """", ""ecpm_exc_vat"": ""22.50"", ""upfront_exc_vat"": ""25.00"", ""monthly_device_term_months"": ""24"", ""monthly_device_final_term_inc_vat"": """", ""monthly_contract_term_months"": ""24"", ""monthly_total_inc_vat"": ""25.75"", ""monthly_device_inc_vat"": ""16.75"", ""upfront_previous_inc_vat"": """", ""monthly_contract_inc_vat"": ""9.00"", ""upfront_previous_exc_vat"": """", ""monthly_contract_exc_vat"": ""7.50"", ""monthly_device_exc_vat"": ""13.96"", ""monthly_total_exc_vat"": ""21.46"", ""monthly_total_previous_exc_vat"": """"}",https://www.awin1.com/pclick.php?p=32441710789&a=713067&m=3235,,Used
Tablet,Samsung Galaxy Tab S6 Lite (64GB Grey Pre-Owned Grade A),Samsung Galaxy Tab S6 Lite,Samsung,Grey,64GB,https://media.bigupdata.co.uk/img_product_image_main_product_edition0000061167.png?h=400&w=400&auto=enhance&auto=format&bg=FFFFFF&trim=color&trimcolor=FFFFFF&trim=auto&trimtol=2,O2,http://media.bigupdata.co.uk/img_company_logo_large1_company0000000021.png,4G,2000,2GB,24,30,28.75,"{""tco_inc_vat"": ""720.00"", ""monthly_device_final_term_exc_vat"": """", ""upfront_inc_vat"": ""30.00"", ""monthly_total_previous_inc_vat"": """", ""tco_exc_vat"": ""600.00"", ""ecpm_inc_vat"": ""30.00"", ""monthly_device_final_term_months"": """", ""ecpm_exc_vat"": ""25.00"", ""upfront_exc_vat"": ""25.00"", ""monthly_device_term_months"": ""24"", ""monthly_device_final_term_inc_vat"": """", ""monthly_contract_term_months"": ""24"", ""monthly_total_inc_vat"": ""28.75"", ""monthly_device_inc_vat"": ""16.75"", ""upfront_previous_inc_vat"": """", ""monthly_contract_inc_vat"": ""12.00"", ""upfront_previous_exc_vat"": """", ""monthly_contract_exc_vat"": ""10.00"", ""monthly_device_exc_vat"": ""13.96"", ""monthly_total_exc_vat"": ""23.96"", ""monthly_total_previous_exc_vat"": """"}",https://www.awin1.com/pclick.php?p=32441710819&a=713067&m=3235,6 months Free Disney+,Used
Tablet,Samsung Galaxy Tab S6 Lite (64GB Grey Pre-Owned Grade A),Samsung Galaxy Tab S6 Lite,Samsung,Grey,64GB,https://media.bigupdata.co.uk/img_product_image_main_product_edition0000061167.png?h=400&w=400&auto=enhance&auto=format&bg=FFFFFF&trim=color&trimcolor=FFFFFF&trim=auto&trimtol=2,O2,http://media.bigupdata.co.uk/img_company_logo_large1_company0000000021.png,4G,10000,10GB,1,432,16,"{""tco_inc_vat"": ""448.00"", ""monthly_device_final_term_exc_vat"": """", ""upfront_inc_vat"": ""432.00"", ""monthly_total_previous_inc_vat"": """", ""tco_exc_vat"": ""373.33"", ""ecpm_inc_vat"": ""448.00"", ""monthly_device_final_term_months"": """", ""ecpm_exc_vat"": ""373.33"", ""upfront_exc_vat"": ""360.00"", ""monthly_device_term_months"": """", ""monthly_device_final_term_inc_vat"": """", ""monthly_contract_term_months"": ""1"", ""monthly_total_inc_vat"": ""16.00"", ""monthly_device_inc_vat"": """", ""upfront_previous_inc_vat"": """", ""monthly_contract_inc_vat"": ""0.00"", ""upfront_previous_exc_vat"": """", ""monthly_contract_exc_vat"": """", ""monthly_device_exc_vat"": """", ""monthly_total_exc_vat"": ""13.33"", ""monthly_total_previous_exc_vat"": """"}",https://www.awin1.com/pclick.php?p=32441710821&a=713067&m=3235,,Used
Tablet,Samsung Galaxy Tab S6 Lite (64GB Grey Pre-Owned Grade A),Samsung Galaxy Tab S6 Lite,Samsung,Grey,64GB,https://media.bigupdata.co.uk/img_product_image_main_product_edition0000061167.png?h=400&w=400&auto=enhance&auto=format&bg=FFFFFF&trim=color&trimcolor=FFFFFF&trim=auto&trimtol=2,O2,http://media.bigupdata.co.uk/img_company_logo_large1_company0000000021.png,4G,500,500MB,1,432,9,"{""tco_inc_vat"": ""441.00"", ""monthly_device_final_term_exc_vat"": """", ""upfront_inc_vat"": ""432.00"", ""monthly_total_previous_inc_vat"": """", ""tco_exc_vat"": ""367.50"", ""ecpm_inc_vat"": ""441.00"", ""monthly_device_final_term_months"": """", ""ecpm_exc_vat"": ""367.50"", ""upfront_exc_vat"": ""360.00"", ""monthly_device_term_months"": """", ""monthly_device_final_term_inc_vat"": """", ""monthly_contract_term_months"": ""1"", ""monthly_total_inc_vat"": ""9.00"", ""monthly_device_inc_vat"": """", ""upfront_previous_inc_vat"": """", ""monthly_contract_inc_vat"": ""0.00"", ""upfront_previous_exc_vat"": """", ""monthly_contract_exc_vat"": """", ""monthly_device_exc_vat"": """", ""monthly_total_exc_vat"": ""7.50"", ""monthly_total_previous_exc_vat"": """"}",https://www.awin1.com/pclick.php?p=32441710823&a=713067&m=3235,,Used
Tablet,Samsung Galaxy Tab S6 Lite (64GB Grey Pre-Owned Grade A),Samsung Galaxy Tab S6 Lite,Samsung,Grey,64GB,https://media.bigupdata.co.uk/img_product_image_main_product_edition0000061167.png?h=400&w=400&auto=enhance&auto=format&bg=FFFFFF&trim=color&trimcolor=FFFFFF&trim=auto&trimtol=2,O2,http://media.bigupdata.co.uk/img_company_logo_large1_company0000000021.png,4G,100000,100GB,24,30,38.75,"{""tco_inc_vat"": ""960.00"", ""monthly_device_final_term_exc_vat"": """", ""upfront_inc_vat"": ""30.00"", ""monthly_total_previous_inc_vat"": """", ""tco_exc_vat"": ""800.00"", ""ecpm_inc_vat"": ""40.00"", ""monthly_device_final_term_months"": """", ""ecpm_exc_vat"": ""33.33"", ""upfront_exc_vat"": ""25.00"", ""monthly_device_term_months"": ""24"", ""monthly_device_final_term_inc_vat"": """", ""monthly_contract_term_months"": ""24"", ""monthly_total_inc_vat"": ""38.75"", ""monthly_device_inc_vat"": ""16.75"", ""upfront_previous_inc_vat"": """", ""monthly_contract_inc_vat"": ""22.00"", ""upfront_previous_exc_vat"": """", ""monthly_contract_exc_vat"": ""18.33"", ""monthly_device_exc_vat"": ""13.96"", ""monthly_total_exc_vat"": ""32.29"", ""monthly_total_previous_exc_vat"": """"}",https://www.awin1.com/pclick.php?p=32441710831&a=713067&m=3235,6 months Free Disney+,Used
Tablet,Samsung Galaxy Tab S6 Lite (64GB Grey Pre-Owned Grade A),Samsung Galaxy Tab S6 Lite,Samsung,Grey,64GB,https://media.bigupdata.co.uk/img_product_image_main_product_edition0000061167.png?h=400&w=400&auto=enhance&auto=format&bg=FFFFFF&trim=color&trimcolor=FFFFFF&trim=auto&trimtol=2,O2,http://media.bigupdata.co.uk/img_company_logo_large1_company0000000021.png,4G,100000,100GB,36,30,33.17,"{""tco_inc_vat"": ""1224.12"", ""monthly_device_final_term_exc_vat"": """", ""upfront_inc_vat"": ""30.00"", ""monthly_total_previous_inc_vat"": """", ""tco_exc_vat"": ""1020.10"", ""ecpm_inc_vat"": ""34.00"", ""monthly_device_final_term_months"": """", ""ecpm_exc_vat"": ""28.34"", ""upfront_exc_vat"": ""25.00"", ""monthly_device_term_months"": ""36"", ""monthly_device_final_term_inc_vat"": """", ""monthly_contract_term_months"": ""36"", ""monthly_total_inc_vat"": ""33.17"", ""monthly_device_inc_vat"": ""11.17"", ""upfront_previous_inc_vat"": """", ""monthly_contract_inc_vat"": ""22.00"", ""upfront_previous_exc_vat"": """", ""monthly_contract_exc_vat"": ""18.33"", ""monthly_device_exc_vat"": ""9.31"", ""monthly_total_exc_vat"": ""27.64"", ""monthly_total_previous_exc_vat"": """"}",https://www.awin1.com/pclick.php?p=32441710833&a=713067&m=3235,6 months Free Disney+,Used
Tablet,Samsung Galaxy Tab S6 Lite (64GB Grey Pre-Owned Grade A),Samsung Galaxy Tab S6 Lite,Samsung,Grey,64GB,https://media.bigupdata.co.uk/img_product_image_main_product_edition0000061167.png?h=400&w=400&auto=enhance&auto=format&bg=FFFFFF&trim=color&trimcolor=FFFFFF&trim=auto&trimtol=2,O2,http://media.bigupdata.co.uk/img_company_logo_large1_company0000000021.png,4G,25000,25GB,36,20,29.45,"{""tco_inc_vat"": ""1080.20"", ""monthly_device_final_term_exc_vat"": """", ""upfront_inc_vat"": ""20.00"", ""monthly_total_previous_inc_vat"": """", ""tco_exc_vat"": ""900.16"", ""ecpm_inc_vat"": ""30.01"", ""monthly_device_final_term_months"": """", ""ecpm_exc_vat"": ""25.00"", ""upfront_exc_vat"": ""16.67"", ""monthly_device_term_months"": ""36"", ""monthly_device_final_term_inc_vat"": """", ""monthly_contract_term_months"": ""36"", ""monthly_total_inc_vat"": ""29.45"", ""monthly_device_inc_vat"": ""11.45"", ""upfront_previous_inc_vat"": """", ""monthly_contract_inc_vat"": ""18.00"", ""upfront_previous_exc_vat"": """", ""monthly_contract_exc_vat"": ""15.00"", ""monthly_device_exc_vat"": ""9.54"", ""monthly_total_exc_vat"": ""24.54"", ""monthly_total_previous_exc_vat"": """"}",https://www.awin1.com/pclick.php?p=32441710959&a=713067&m=3235,6 months Free Disney+,Used
Tablet,Samsung Galaxy Tab S6 Lite (64GB Grey Pre-Owned Grade A),Samsung Galaxy Tab S6 Lite,Samsung,Grey,64GB,https://media.bigupdata.co.uk/img_product_image_main_product_edition0000061167.png?h=400&w=400&auto=enhance&auto=format&bg=FFFFFF&trim=color&trimcolor=FFFFFF&trim=auto&trimtol=2,O2,http://media.bigupdata.co.uk/img_company_logo_large1_company0000000021.png,4G,1000,1GB,12,30,43.5,"{""tco_inc_vat"": ""552.00"", ""monthly_device_final_term_exc_vat"": """", ""upfront_inc_vat"": ""30.00"", ""monthly_total_previous_inc_vat"": """", ""tco_exc_vat"": ""460.00"", ""ecpm_inc_vat"": ""46.00"", ""monthly_device_final_term_months"": """", ""ecpm_exc_vat"": ""38.33"", ""upfront_exc_vat"": ""25.00"", ""monthly_device_term_months"": ""12"", ""monthly_device_final_term_inc_vat"": """", ""monthly_contract_term_months"": ""12"", ""monthly_total_inc_vat"": ""43.50"", ""monthly_device_inc_vat"": ""33.50"", ""upfront_previous_inc_vat"": """", ""monthly_contract_inc_vat"": ""10.00"", ""upfront_previous_exc_vat"": """", ""monthly_contract_exc_vat"": ""8.33"", ""monthly_device_exc_vat"": ""27.92"", ""monthly_total_exc_vat"": ""36.25"", ""monthly_total_previous_exc_vat"": """"}",https://www.awin1.com/pclick.php?p=32441710961&a=713067&m=3235,3 months Free Disney+,Used
Tablet,Samsung Galaxy Tab S6 Lite (64GB Grey Pre-Owned Grade A),Samsung Galaxy Tab S6 Lite,Samsung,Grey,64GB,https://media.bigupdata.co.uk/img_product_image_main_product_edition0000061167.png?h=400&w=400&auto=enhance&auto=format&bg=FFFFFF&trim=color&trimcolor=FFFFFF&trim=auto&trimtol=2,O2,http://media.bigupdata.co.uk/img_company_logo_large1_company0000000021.png,4G,10000,10GB,24,30,32.75,"{""tco_inc_vat"": ""816.00"", ""monthly_device_final_term_exc_vat"": """", ""upfront_inc_vat"": ""30.00"", ""monthly_total_previous_inc_vat"": """", ""tco_exc_vat"": ""680.00"", ""ecpm_inc_vat"": ""34.00"", ""monthly_device_final_term_months"": """", ""ecpm_exc_vat"": ""28.33"", ""upfront_exc_vat"": ""25.00"", ""monthly_device_term_months"": ""24"", ""monthly_device_final_term_inc_vat"": """", ""monthly_contract_term_months"": ""24"", ""monthly_total_inc_vat"": ""32.75"", ""monthly_device_inc_vat"": ""16.75"", ""upfront_previous_inc_vat"": """", ""monthly_contract_inc_vat"": ""16.00"", ""upfront_previous_exc_vat"": """", ""monthly_contract_exc_vat"": ""13.33"", ""monthly_device_exc_vat"": ""13.96"", ""monthly_total_exc_vat"": ""27.29"", ""monthly_total_previous_exc_vat"": """"}",https://www.awin1.com/pclick.php?p=32441710981&a=713067&m=3235,6 months Free Disney+,Used
Tablet,Samsung Galaxy Tab S6 Lite (64GB Grey Pre-Owned Grade A),Samsung Galaxy Tab S6 Lite,Samsung,Grey,64GB,https://media.bigupdata.co.uk/img_product_image_main_product_edition0000061167.png?h=400&w=400&auto=enhance&auto=format&bg=FFFFFF&trim=color&trimcolor=FFFFFF&trim=auto&trimtol=2,O2,http://media.bigupdata.co.uk/img_company_logo_large1_company0000000021.png,4G,100000,100GB,12,30,55.5,"{""tco_inc_vat"": ""696.00"", ""monthly_device_final_term_exc_vat"": """", ""upfront_inc_vat"": ""30.00"", ""monthly_total_previous_inc_vat"": """", ""tco_exc_vat"": ""580.00"", ""ecpm_inc_vat"": ""58.00"", ""monthly_device_final_term_months"": """", ""ecpm_exc_vat"": ""48.33"", ""upfront_exc_vat"": ""25.00"", ""monthly_device_term_months"": ""12"", ""monthly_device_final_term_inc_vat"": """", ""monthly_contract_term_months"": ""12"", ""monthly_total_inc_vat"": ""55.50"", ""monthly_device_inc_vat"": ""33.50"", ""upfront_previous_inc_vat"": """", ""monthly_contract_inc_vat"": ""22.00"", ""upfront_previous_exc_vat"": """", ""monthly_contract_exc_vat"": ""18.33"", ""monthly_device_exc_vat"": ""27.92"", ""monthly_total_exc_vat"": ""46.25"", ""monthly_total_previous_exc_vat"": """"}",https://www.awin1.com/pclick.php?p=32441710983&a=713067&m=3235,6 months Free Disney+,Used
Tablet,Samsung Galaxy Tab S6 Lite (64GB Grey Pre-Owned Grade A),Samsung Galaxy Tab S6 Lite,Samsung,Grey,64GB,https://media.bigupdata.co.uk/img_product_image_main_product_edition0000061167.png?h=400&w=400&auto=enhance&auto=format&bg=FFFFFF&trim=color&trimcolor=FFFFFF&trim=auto&trimtol=2,O2,http://media.bigupdata.co.uk/img_company_logo_large1_company0000000021.png,4G,1000,1GB,24,30,26.75,"{""tco_inc_vat"": ""672.00"", ""monthly_device_final_term_exc_vat"": """", ""upfront_inc_vat"": ""30.00"", ""monthly_total_previous_inc_vat"": """", ""tco_exc_vat"": ""560.00"", ""ecpm_inc_vat"": ""28.00"", ""monthly_device_final_term_months"": """", ""ecpm_exc_vat"": ""23.33"", ""upfront_exc_vat"": ""25.00"", ""monthly_device_term_months"": ""24"", ""monthly_device_final_term_inc_vat"": """", ""monthly_contract_term_months"": ""24"", ""monthly_total_inc_vat"": ""26.75"", ""monthly_device_inc_vat"": ""16.75"", ""upfront_previous_inc_vat"": """", ""monthly_contract_inc_vat"": ""10.00"", ""upfront_previous_exc_vat"": """", ""monthly_contract_exc_vat"": ""8.33"", ""monthly_device_exc_vat"": ""13.96"", ""monthly_total_exc_vat"": ""22.29"", ""monthly_total_previous_exc_vat"": """"}",https://www.awin1.com/pclick.php?p=32441710985&a=713067&m=3235,3 months Free Disney+,Used
Tablet,Samsung Galaxy Tab S6 Lite (64GB Grey Pre-Owned Grade A),Samsung Galaxy Tab S6 Lite,Samsung,Grey,64GB,https://media.bigupdata.co.uk/img_product_image_main_product_edition0000061167.png?h=400&w=400&auto=enhance&auto=format&bg=FFFFFF&trim=color&trimcolor=FFFFFF&trim=auto&trimtol=2,O2,http://media.bigupdata.co.uk/img_company_logo_large1_company0000000021.png,4G,2000,2GB,1,432,12,"{""tco_inc_vat"": ""444.00"", ""monthly_device_final_term_exc_vat"": """", ""upfront_inc_vat"": ""432.00"", ""monthly_total_previous_inc_vat"": """", ""tco_exc_vat"": ""370.00"", ""ecpm_inc_vat"": ""444.00"", ""monthly_device_final_term_months"": """", ""ecpm_exc_vat"": ""370.00"", ""upfront_exc_vat"": ""360.00"", ""monthly_device_term_months"": """", ""monthly_device_final_term_inc_vat"": """", ""monthly_contract_term_months"": ""1"", ""monthly_total_inc_vat"": ""12.00"", ""monthly_device_inc_vat"": """", ""upfront_previous_inc_vat"": """", ""monthly_contract_inc_vat"": ""0.00"", ""upfront_previous_exc_vat"": """", ""monthly_contract_exc_vat"": """", ""monthly_device_exc_vat"": """", ""monthly_total_exc_vat"": ""10.00"", ""monthly_total_previous_exc_vat"": """"}",https://www.awin1.com/pclick.php?p=32441710987&a=713067&m=3235,,Used
Tablet,Samsung Galaxy Tab S6 Lite (64GB Grey Pre-Owned Grade A),Samsung Galaxy Tab S6 Lite,Samsung,Grey,64GB,https://media.bigupdata.co.uk/img_product_image_main_product_edition0000061167.png?h=400&w=400&auto=enhance&auto=format&bg=FFFFFF&trim=color&trimcolor=FFFFFF&trim=auto&trimtol=2,O2,http://media.bigupdata.co.uk/img_company_logo_large1_company0000000021.png,4G,2000,2GB,36,30,23.17,"{""tco_inc_vat"": ""864.12"", ""monthly_device_final_term_exc_vat"": """", ""upfront_inc_vat"": ""30.00"", ""monthly_total_previous_inc_vat"": """", ""tco_exc_vat"": ""720.10"", ""ecpm_inc_vat"": ""24.00"", ""monthly_device_final_term_months"": """", ""ecpm_exc_vat"": ""20.00"", ""upfront_exc_vat"": ""25.00"", ""monthly_device_term_months"": ""36"", ""monthly_device_final_term_inc_vat"": """", ""monthly_contract_term_months"": ""36"", ""monthly_total_inc_vat"": ""23.17"", ""monthly_device_inc_vat"": ""11.17"", ""upfront_previous_inc_vat"": """", ""monthly_contract_inc_vat"": ""12.00"", ""upfront_previous_exc_vat"": """", ""monthly_contract_exc_vat"": ""10.00"", ""monthly_device_exc_vat"": ""9.31"", ""monthly_total_exc_vat"": ""19.31"", ""monthly_total_previous_exc_vat"": """"}",https://www.awin1.com/pclick.php?p=32441710989&a=713067&m=3235,6 months Free Disney+,Used
Tablet,Samsung Galaxy Tab S6 Lite (64GB Grey Pre-Owned Grade A),Samsung Galaxy Tab S6 Lite,Samsung,Grey,64GB,https://media.bigupdata.co.uk/img_product_image_main_product_edition0000061167.png?h=400&w=400&auto=enhance&auto=format&bg=FFFFFF&trim=color&trimcolor=FFFFFF&trim=auto&trimtol=2,O2,http://media.bigupdata.co.uk/img_company_logo_large1_company0000000021.png,4G,10000,10GB,36,20,27.45,"{""tco_inc_vat"": ""1008.20"", ""monthly_device_final_term_exc_vat"": """", ""upfront_inc_vat"": ""20.00"", ""monthly_total_previous_inc_vat"": """", ""tco_exc_vat"": ""840.16"", ""ecpm_inc_vat"": ""28.01"", ""monthly_device_final_term_months"": """", ""ecpm_exc_vat"": ""23.34"", ""upfront_exc_vat"": ""16.67"", ""monthly_device_term_months"": ""36"", ""monthly_device_final_term_inc_vat"": """", ""monthly_contract_term_months"": ""36"", ""monthly_total_inc_vat"": ""27.45"", ""monthly_device_inc_vat"": ""11.45"", ""upfront_previous_inc_vat"": """", ""monthly_contract_inc_vat"": ""16.00"", ""upfront_previous_exc_vat"": """", ""monthly_contract_exc_vat"": ""13.33"", ""monthly_device_exc_vat"": ""9.54"", ""monthly_total_exc_vat"": ""22.88"", ""monthly_total_previous_exc_vat"": """"}",https://www.awin1.com/pclick.php?p=32441710991&a=713067&m=3235,6 months Free Disney+,Used
Tablet,Samsung Galaxy Tab S6 Lite (64GB Grey Pre-Owned Grade A),Samsung Galaxy Tab S6 Lite,Samsung,Grey,64GB,https://media.bigupdata.co.uk/img_product_image_main_product_edition0000061167.png?h=400&w=400&auto=enhance&auto=format&bg=FFFFFF&trim=color&trimcolor=FFFFFF&trim=auto&trimtol=2,O2,http://media.bigupdata.co.uk/img_company_logo_large1_company0000000021.png,4G,25000,25GB,24,30,34.75,"{""tco_inc_vat"": ""864.00"", ""monthly_device_final_term_exc_vat"": """", ""upfront_inc_vat"": ""30.00"", ""monthly_total_previous_inc_vat"": """", ""tco_exc_vat"": ""720.00"", ""ecpm_inc_vat"": ""36.00"", ""monthly_device_final_term_months"": """", ""ecpm_exc_vat"": ""30.00"", ""upfront_exc_vat"": ""25.00"", ""monthly_device_term_months"": ""24"", ""monthly_device_final_term_inc_vat"": """", ""monthly_contract_term_months"": ""24"", ""monthly_total_inc_vat"": ""34.75"", ""monthly_device_inc_vat"": ""16.75"", ""upfront_previous_inc_vat"": """", ""monthly_contract_inc_vat"": ""18.00"", ""upfront_previous_exc_vat"": """", ""monthly_contract_exc_vat"": ""15.00"", ""monthly_device_exc_vat"": ""13.96"", ""monthly_total_exc_vat"": ""28.96"", ""monthly_total_previous_exc_vat"": """"}",https://www.awin1.com/pclick.php?p=32441710993&a=713067&m=3235,6 months Free Disney+,Used
Tablet,Samsung Galaxy Tab S6 Lite (64GB Grey Pre-Owned Grade A),Samsung Galaxy Tab S6 Lite,Samsung,Grey,64GB,https://media.bigupdata.co.uk/img_product_image_main_product_edition0000061167.png?h=400&w=400&auto=enhance&auto=format&bg=FFFFFF&trim=color&trimcolor=FFFFFF&trim=auto&trimtol=2,O2,http://media.bigupdata.co.uk/img_company_logo_large1_company0000000021.png,4G,1000,1GB,36,20,21.45,"{""tco_inc_vat"": ""792.20"", ""monthly_device_final_term_exc_vat"": """", ""upfront_inc_vat"": ""20.00"", ""monthly_total_previous_inc_vat"": """", ""tco_exc_vat"": ""660.16"", ""ecpm_inc_vat"": ""22.01"", ""monthly_device_final_term_months"": """", ""ecpm_exc_vat"": ""18.34"", ""upfront_exc_vat"": ""16.67"", ""monthly_device_term_months"": ""36"", ""monthly_device_final_term_inc_vat"": """", ""monthly_contract_term_months"": ""36"", ""monthly_total_inc_vat"": ""21.45"", ""monthly_device_inc_vat"": ""11.45"", ""upfront_previous_inc_vat"": """", ""monthly_contract_inc_vat"": ""10.00"", ""upfront_previous_exc_vat"": """", ""monthly_contract_exc_vat"": ""8.33"", ""monthly_device_exc_vat"": ""9.54"", ""monthly_total_exc_vat"": ""17.88"", ""monthly_total_previous_exc_vat"": """"}",https://www.awin1.com/pclick.php?p=32441710995&a=713067&m=3235,3 months Free Disney+,Used
Tablet,Samsung Galaxy Tab S6 Lite (64GB Grey Pre-Owned Grade A),Samsung Galaxy Tab S6 Lite,Samsung,Grey,64GB,https://media.bigupdata.co.uk/img_product_image_main_product_edition0000061167.png?h=400&w=400&auto=enhance&auto=format&bg=FFFFFF&trim=color&trimcolor=FFFFFF&trim=auto&trimtol=2,O2,http://media.bigupdata.co.uk/img_company_logo_large1_company0000000021.png,4G,10000,10GB,12,30,49.5,"{""tco_inc_vat"": ""624.00"", ""monthly_device_final_term_exc_vat"": """", ""upfront_inc_vat"": ""30.00"", ""monthly_total_previous_inc_vat"": """", ""tco_exc_vat"": ""520.00"", ""ecpm_inc_vat"": ""52.00"", ""monthly_device_final_term_months"": """", ""ecpm_exc_vat"": ""43.33"", ""upfront_exc_vat"": ""25.00"", ""monthly_device_term_months"": ""12"", ""monthly_device_final_term_inc_vat"": """", ""monthly_contract_term_months"": ""12"", ""monthly_total_inc_vat"": ""49.50"", ""monthly_device_inc_vat"": ""33.50"", ""upfront_previous_inc_vat"": """", ""monthly_contract_inc_vat"": ""16.00"", ""upfront_previous_exc_vat"": """", ""monthly_contract_exc_vat"": ""13.33"", ""monthly_device_exc_vat"": ""27.92"", ""monthly_total_exc_vat"": ""41.25"", ""monthly_total_previous_exc_vat"": """"}",https://www.awin1.com/pclick.php?p=32441711009&a=713067&m=3235,6 months Free Disney+,Used
Tablet,Samsung Galaxy Tab S6 Lite (64GB Grey Pre-Owned Grade A),Samsung Galaxy Tab S6 Lite,Samsung,Grey,64GB,https://media.bigupdata.co.uk/img_product_image_main_product_edition0000061167.png?h=400&w=400&auto=enhance&auto=format&bg=FFFFFF&trim=color&trimcolor=FFFFFF&trim=auto&trimtol=2,O2,http://media.bigupdata.co.uk/img_company_logo_large1_company0000000021.png,4G,100000,100GB,1,432,22,"{""tco_inc_vat"": ""454.00"", ""monthly_device_final_term_exc_vat"": """", ""upfront_inc_vat"": ""432.00"", ""monthly_total_previous_inc_vat"": """", ""tco_exc_vat"": ""378.33"", ""ecpm_inc_vat"": ""454.00"", ""monthly_device_final_term_months"": """", ""ecpm_exc_vat"": ""378.33"", ""upfront_exc_vat"": ""360.00"", ""monthly_device_term_months"": """", ""monthly_device_final_term_inc_vat"": """", ""monthly_contract_term_months"": ""1"", ""monthly_total_inc_vat"": ""22.00"", ""monthly_device_inc_vat"": """", ""upfront_previous_inc_vat"": """", ""monthly_contract_inc_vat"": ""0.00"", ""upfront_previous_exc_vat"": """", ""monthly_contract_exc_vat"": """", ""monthly_device_exc_vat"": """", ""monthly_total_exc_vat"": ""18.33"", ""monthly_total_previous_exc_vat"": """"}",https://www.awin1.com/pclick.php?p=32441711011&a=713067&m=3235,,Used
